id,talk_time,talk_charge,sms,sms_charge,total_charge,plan
3743,24,1201,179,35.8,1276.8,PlanA
3744,81,4055,132,26.4,4102.4,PlanA
3745,53,2655,138,27.6,2697.6,PlanA
3746,57,2853,295,59,2954,PlanA
3747,38,1903,111,22.2,1969.2,PlanA
3748,76,3804,976,195.2,4038.2,PlanA
3749,55,2755,430,86,2888,PlanA
3750,13,652,842,168.4,853.4,PlanA
3751,85,4252,448,89.6,4383.6,PlanA
3752,66,3301,917,183.4,3513.4,PlanA
3753,78,3905,989,197.8,4145.8,PlanA
3754,99,4952,384,76.8,5051.8,PlanA
3755,44,2201,531,106.2,2335.2,PlanA
3756,12,605,233,46.6,667.6,PlanA
3757,68,3404,242,48.4,3489.4,PlanA
3758,11,553,104,20.8,622.8,PlanA
3759,24,1204,598,119.6,1347.6,PlanA
3760,83,4155,619,123.8,4289.8,PlanA
3761,43,2154,755,151,2354,PlanA
3762,76,3802,142,28.4,3879.4,PlanA
3763,15,751,15,3,787,PlanA
3764,86,4301,70,14,4361,PlanA
3765,35,1754,155,31,1790,PlanA
3766,1,53,827,165.4,259.4,PlanA
3767,50,2503,781,156.2,2678.2,PlanA
3768,56,2801,624,124.8,2957.8,PlanA
3769,89,4451,85,17,4509,PlanA
3770,21,1052,391,78.2,1132.2,PlanA
3771,73,3652,296,59.2,3753.2,PlanA
3772,87,4355,151,30.2,4402.2,PlanA
3773,76,3805,641,128.2,3973.2,PlanA
3774,46,2301,430,86,2434,PlanA
3775,91,4553,654,130.8,4688.8,PlanA
3776,77,3852,213,42.6,3912.6,PlanA
3777,85,4255,516,103.2,4387.2,PlanA
3778,63,3151,571,114.2,3297.2,PlanA
3779,78,3904,125,25,3944,PlanA
3780,31,1552,159,31.8,1610.8,PlanA
3781,26,1305,788,157.6,1500.6,PlanA
3782,23,1151,239,47.8,1241.8,PlanA
3783,53,2655,786,157.2,2850.2,PlanA
3784,31,1551,17,3.4,1604.4,PlanA
3785,12,604,615,123,777,PlanA
3786,74,3705,366,73.2,3789.2,PlanA
3787,18,901,224,44.8,950.8,PlanA
3788,45,2254,570,114,2389,PlanA
3789,54,2703,354,70.8,2813.8,PlanA
3790,73,3652,138,27.6,3687.6,PlanA
3791,57,2851,16,3.2,2872.2,PlanA
3792,53,2655,597,119.4,2803.4,PlanA
3793,13,653,907,181.4,874.4,PlanA
3794,58,2905,978,195.6,3116.6,PlanA
3795,11,551,997,199.4,787.4,PlanA
3796,66,3304,698,139.6,3478.6,PlanA
3797,100,5002,418,83.6,5101.6,PlanA
3798,47,2351,328,65.6,2421.6,PlanA
3799,50,2505,452,90.4,2609.4,PlanA
3800,51,2552,868,173.6,2765.6,PlanA
3801,70,3505,742,148.4,3670.4,PlanA
3802,76,3803,582,116.4,3929.4,PlanA
3803,64,3205,284,56.8,3279.8,PlanA
3804,68,3403,946,189.2,3627.2,PlanA
3805,42,2102,862,172.4,2288.4,PlanA
3806,95,4754,847,169.4,4940.4,PlanA
3807,85,4253,172,34.4,4295.4,PlanA
3808,95,4752,572,114.4,4868.4,PlanA
3809,75,3755,339,67.8,3868.8,PlanA
3810,40,2004,865,173,2226,PlanA
3811,90,4501,316,63.2,4596.2,PlanA
3812,86,4303,713,142.6,4485.6,PlanA
3813,87,4354,500,100,4492,PlanA
3814,8,405,199,39.8,481.8,PlanA
3815,21,1053,563,112.6,1200.6,PlanA
3816,30,1503,844,168.8,1708.8,PlanA
3817,12,605,508,101.6,743.6,PlanA
3818,89,4452,974,194.8,4686.8,PlanA
3819,64,3202,25,5,3243,PlanA
3820,74,3705,321,64.2,3779.2,PlanA
3821,65,3251,841,168.2,3442.2,PlanA
3822,47,2352,291,58.2,2416.2,PlanA
3823,68,3405,679,135.8,3541.8,PlanA
3824,27,1351,257,51.4,1424.4,PlanA
3825,30,1503,59,11.8,1551.8,PlanA
3826,37,1851,79,15.8,1871.8,PlanA
3827,19,953,575,115,1086,PlanA
3828,17,853,457,91.4,984.4,PlanA
3829,11,551,858,171.6,771.6,PlanA
3830,50,2502,177,35.4,2581.4,PlanA
3831,75,3754,370,74,3860,PlanA
3832,80,4001,489,97.8,4100.8,PlanA
3833,90,4505,168,33.6,4549.6,PlanA
3834,34,1704,833,166.6,1912.6,PlanA
3835,76,3801,604,120.8,3965.8,PlanA
3836,48,2402,109,21.8,2433.8,PlanA
3837,96,4805,706,141.2,4965.2,PlanA
3838,82,4105,31,6.2,4125.2,PlanA
3839,89,4454,377,75.4,4549.4,PlanA
3840,37,1851,365,73,1959,PlanA
3841,93,4654,404,80.8,4764.8,PlanA
3842,17,851,360,72,943,PlanA
3843,68,3405,51,10.2,3464.2,PlanA
3844,32,1601,676,135.2,1763.2,PlanA
3845,47,2355,203,40.6,2412.6,PlanA
3846,75,3754,666,133.2,3908.2,PlanA
3847,9,453,826,165.2,631.2,PlanA
3848,39,1954,806,161.2,2141.2,PlanA
3849,1,51,312,62.4,146.4,PlanA
3850,33,1653,137,27.4,1712.4,PlanA
3851,62,3103,942,188.4,3314.4,PlanA
3852,31,1552,929,185.8,1765.8,PlanA
3853,92,4605,236,47.2,4660.2,PlanA
3854,44,2205,609,121.8,2338.8,PlanA
3855,17,853,626,125.2,996.2,PlanA
3856,56,2803,664,132.8,2961.8,PlanA
3857,44,2205,833,166.6,2400.6,PlanA
3858,37,1855,425,85,1972,PlanA
3859,52,2604,501,100.2,2743.2,PlanA
3860,11,553,880,176,767,PlanA
3861,29,1451,594,118.8,1572.8,PlanA
3862,66,3302,683,136.6,3456.6,PlanA
3863,64,3204,995,199,3453,PlanA
3864,24,1205,263,52.6,1295.6,PlanA
3865,77,3854,148,29.6,3915.6,PlanA
3866,28,1405,675,135,1569,PlanA
3867,57,2851,206,41.2,2893.2,PlanA
3868,11,552,406,81.2,642.2,PlanA
3869,97,4851,968,193.6,5077.6,PlanA
3870,38,1904,351,70.2,1991.2,PlanA
3871,46,2302,310,62,2375,PlanA
3872,58,2904,908,181.6,3116.6,PlanA
3873,39,1955,375,75,2069,PlanA
3874,71,3555,741,148.2,3743.2,PlanA
3875,25,1255,532,106.4,1392.4,PlanA
3876,81,4055,255,51,4124,PlanA
3877,87,4351,586,117.2,4482.2,PlanA
3878,89,4454,894,178.8,4643.8,PlanA
3879,4,205,422,84.4,328.4,PlanA
3880,59,2951,976,195.2,3172.2,PlanA
3881,84,4205,476,95.2,4349.2,PlanA
3882,78,3904,772,154.4,4068.4,PlanA
3883,88,4401,462,92.4,4537.4,PlanA
3884,63,3153,806,161.2,3316.2,PlanA
3885,58,2904,889,177.8,3131.8,PlanA
3886,61,3053,82,16.4,3072.4,PlanA
3887,92,4602,149,29.8,4646.8,PlanA
3888,42,2101,998,199.6,2345.6,PlanA
3889,79,3953,707,141.4,4116.4,PlanA
3890,58,2904,775,155,3071,PlanA
3891,20,1004,610,122,1141,PlanA
3892,56,2805,339,67.8,2885.8,PlanA
3893,27,1351,36,7.2,1388.2,PlanA
3894,18,902,292,58.4,968.4,PlanA
3895,84,4203,252,50.4,4288.4,PlanA
3896,1,54,1,0.2,71.2,PlanA
3897,97,4852,760,152,5043,PlanA
3898,62,3104,321,64.2,3185.2,PlanA
3899,53,2651,201,40.2,2722.2,PlanA
3900,41,2051,631,126.2,2212.2,PlanA
3901,68,3402,662,132.4,3547.4,PlanA
3902,46,2303,314,62.8,2387.8,PlanA
3903,52,2602,176,35.2,2645.2,PlanA
3904,42,2102,979,195.8,2328.8,PlanA
3905,72,3602,930,186,3801,PlanA
3906,45,2251,121,24.2,2316.2,PlanA
3907,84,4205,415,83,4334,PlanA
3908,17,853,707,141.4,1038.4,PlanA
3909,35,1755,120,24,1793,PlanA
3910,100,5001,848,169.6,5181.6,PlanA
3911,53,2653,863,172.6,2826.6,PlanA
3912,9,455,99,19.8,495.8,PlanA
3913,90,4505,481,96.2,4651.2,PlanA
3914,54,2701,839,167.8,2884.8,PlanA
3915,37,1853,19,3.8,1898.8,PlanA
3916,28,1404,10,2,1441,PlanA
3917,76,3805,175,35,3843,PlanA
3918,12,603,146,29.2,657.2,PlanA
3919,7,352,304,60.8,454.8,PlanA
3920,23,1155,682,136.4,1341.4,PlanA
3921,92,4601,872,174.4,4810.4,PlanA
3922,78,3901,899,179.8,4090.8,PlanA
3923,85,4253,537,107.4,4408.4,PlanA
3924,14,705,905,181,911,PlanA
3925,11,551,266,53.2,647.2,PlanA
3926,10,504,998,199.6,734.6,PlanA
3927,8,405,504,100.8,537.8,PlanA
3928,63,3151,16,3.2,3162.2,PlanA
3929,25,1252,333,66.6,1320.6,PlanA
3930,51,2551,283,56.6,2638.6,PlanA
3931,86,4302,883,176.6,4528.6,PlanA
3932,44,2204,127,25.4,2277.4,PlanA
3933,91,4555,700,140,4738,PlanA
3934,72,3603,974,194.8,3830.8,PlanA
3935,41,2054,138,27.6,2115.6,PlanA
3936,12,603,957,191.4,837.4,PlanA
3937,27,1355,411,82.2,1465.2,PlanA
3938,8,401,197,39.4,465.4,PlanA
3939,18,902,839,167.8,1071.8,PlanA
3940,38,1902,737,147.4,2078.4,PlanA
3941,29,1455,96,19.2,1505.2,PlanA
3942,37,1854,676,135.2,2023.2,PlanA
3943,97,4851,127,25.4,4878.4,PlanA
3944,34,1704,607,121.4,1849.4,PlanA
3945,64,3205,183,36.6,3250.6,PlanA
3946,25,1252,119,23.8,1323.8,PlanA
3947,23,1153,52,10.4,1185.4,PlanA
3948,26,1305,415,83,1397,PlanA
3949,57,2852,517,103.4,2962.4,PlanA
3950,53,2654,573,114.6,2785.6,PlanA
3951,16,802,197,39.4,860.4,PlanA
3952,24,1202,826,165.2,1392.2,PlanA
3953,99,4954,909,181.8,5153.8,PlanA
3954,24,1201,657,131.4,1380.4,PlanA
3955,32,1604,67,13.4,1652.4,PlanA
3956,90,4502,189,37.8,4562.8,PlanA
3957,57,2851,577,115.4,2987.4,PlanA
3958,21,1052,730,146,1232,PlanA
3959,14,705,866,173.2,897.2,PlanA
3960,60,3004,825,165,3215,PlanA
3961,19,955,116,23.2,1020.2,PlanA
3962,67,3353,340,68,3471,PlanA
3963,23,1155,958,191.6,1365.6,PlanA
3964,65,3254,12,2.4,3283.4,PlanA
3965,12,603,482,96.4,726.4,PlanA
3966,78,3901,923,184.6,4087.6,PlanA
3967,26,1304,576,115.2,1461.2,PlanA
3968,34,1703,54,10.8,1733.8,PlanA
3969,17,851,463,92.6,978.6,PlanA
3970,85,4253,151,30.2,4302.2,PlanA
3971,35,1754,829,165.8,1920.8,PlanA
3972,59,2955,144,28.8,3000.8,PlanA
3973,12,602,393,78.6,725.6,PlanA
3974,24,1202,75,15,1259,PlanA
3975,25,1251,708,141.6,1400.6,PlanA
3976,32,1605,733,146.6,1775.6,PlanA
3977,32,1601,823,164.6,1773.6,PlanA
3978,36,1805,894,178.8,2026.8,PlanA
3979,61,3055,146,29.2,3113.2,PlanA
3980,6,301,366,73.2,378.2,PlanA
3981,28,1403,780,156,1600,PlanA
3982,66,3301,436,87.2,3389.2,PlanA
3983,95,4754,331,66.2,4863.2,PlanA
3984,39,1953,380,76,2039,PlanA
3985,83,4154,968,193.6,4384.6,PlanA
3986,15,754,889,177.8,969.8,PlanA
3987,74,3704,706,141.2,3850.2,PlanA
3988,99,4953,947,189.4,5170.4,PlanA
3989,24,1201,650,130,1347,PlanA
3990,34,1701,271,54.2,1804.2,PlanA
3991,74,3704,655,131,3838,PlanA
3992,98,4901,220,44,4955,PlanA
3993,24,1201,839,167.8,1373.8,PlanA
3994,70,3504,539,107.8,3646.8,PlanA
3995,34,1704,318,63.6,1810.6,PlanA
3996,16,804,41,8.2,818.2,PlanA
3997,36,1801,821,164.2,1989.2,PlanA
3998,34,1701,87,17.4,1735.4,PlanA
3999,62,3104,776,155.2,3267.2,PlanA
4000,37,1854,630,126,2001,PlanA
4001,64,1921,72,3.6,1930.6,PlanB
4002,32,961,946,47.3,1028.3,PlanB
4003,55,1651,178,8.9,1691.9,PlanB
4004,86,2583,462,23.1,2631.1,PlanB
4005,92,2765,191,9.55,2823.55,PlanB
4006,55,1651,635,31.75,1703.75,PlanB
4007,49,1471,326,16.3,1524.3,PlanB
4008,29,874,599,29.95,907.95,PlanB
4009,93,2791,259,12.95,2853.95,PlanB
4011,26,781,922,46.1,835.1,PlanB
4012,38,1145,176,8.8,1182.8,PlanB
4013,46,1383,659,32.95,1445.95,PlanB
4014,39,1171,389,19.45,1234.45,PlanB
4015,6,185,564,28.2,233.2,PlanB
4016,87,2614,353,17.65,2672.65,PlanB
4017,74,2223,256,12.8,2267.8,PlanB
4018,15,451,428,21.4,497.4,PlanB
4019,24,724,542,27.1,768.1,PlanB
4020,33,991,838,41.9,1047.9,PlanB
4021,9,274,8,0.4,310.4,PlanB
4022,26,785,839,41.95,864.95,PlanB
4023,84,2524,683,34.15,2604.15,PlanB
4024,60,1802,352,17.6,1853.6,PlanB
4025,98,2942,556,27.8,2990.8,PlanB
4026,30,905,460,23,977,PlanB
4027,19,574,967,48.35,664.35,PlanB
4028,25,752,824,41.2,821.2,PlanB
4029,37,1112,457,22.85,1153.85,PlanB
4030,54,1621,417,20.85,1643.85,PlanB
4031,17,513,111,5.55,522.55,PlanB
4032,62,1861,72,3.6,1911.6,PlanB
4033,88,2645,110,5.5,2671.5,PlanB
4034,16,483,992,49.6,576.6,PlanB
4035,76,2285,226,11.3,2328.3,PlanB
4036,34,1025,454,22.7,1073.7,PlanB
4037,20,602,54,2.7,605.7,PlanB
4038,36,1083,176,8.8,1126.8,PlanB
4039,77,2312,509,25.45,2364.45,PlanB
4040,14,425,149,7.45,445.45,PlanB
4041,26,785,191,9.55,818.55,PlanB
4042,62,1863,651,32.55,1910.55,PlanB
4043,71,2134,534,26.7,2183.7,PlanB
4044,64,1921,359,17.95,1983.95,PlanB
4045,95,2853,793,39.65,2901.65,PlanB
4046,14,424,363,18.15,474.15,PlanB
4047,26,783,591,29.55,819.55,PlanB
4048,35,1054,110,5.5,1108.5,PlanB
4049,6,183,880,44,268,PlanB
4050,73,2194,592,29.6,2253.6,PlanB
4051,86,2584,140,7,2617,PlanB
4052,100,3001,755,37.75,3074.75,PlanB
4053,68,2041,564,28.2,2110.2,PlanB
4054,1,34,830,41.5,120.5,PlanB
4055,41,1234,133,6.65,1247.65,PlanB
4056,99,2974,66,3.3,3000.3,PlanB
4057,42,1264,135,6.75,1299.75,PlanB
4058,53,1592,741,37.05,1664.05,PlanB
4059,43,1293,980,49,1350,PlanB
4060,47,1413,544,27.2,1455.2,PlanB
4061,51,1532,728,36.4,1598.4,PlanB
4062,17,511,254,12.7,531.7,PlanB
4063,79,2371,638,31.9,2420.9,PlanB
4064,16,484,498,24.9,541.9,PlanB
4065,5,155,995,49.75,226.75,PlanB
4066,5,155,68,3.4,162.4,PlanB
4067,29,874,648,32.4,921.4,PlanB
4068,40,1202,926,46.3,1282.3,PlanB
4069,39,1174,964,48.2,1264.2,PlanB
4070,14,423,127,6.35,449.35,PlanB
4071,70,2104,475,23.75,2155.75,PlanB
4072,23,691,317,15.85,718.85,PlanB
4073,54,1623,603,30.15,1668.15,PlanB
4074,91,2735,598,29.9,2776.9,PlanB
4075,56,1681,122,6.1,1688.1,PlanB
4076,75,2254,809,40.45,2327.45,PlanB
4077,66,1983,856,42.8,2053.8,PlanB
4078,30,901,478,23.9,936.9,PlanB
4079,79,2372,38,1.9,2393.9,PlanB
4080,22,664,199,9.95,679.95,PlanB
4081,10,301,969,48.45,365.45,PlanB
4082,63,1893,609,30.45,1971.45,PlanB
4083,41,1232,534,26.7,1288.7,PlanB
4084,30,901,204,10.2,939.2,PlanB
4085,51,1534,310,15.5,1559.5,PlanB
4086,12,364,516,25.8,416.8,PlanB
4087,88,2645,143,7.15,2669.15,PlanB
4088,7,211,225,11.25,247.25,PlanB
4089,17,515,648,32.4,558.4,PlanB
4090,49,1475,784,39.2,1549.2,PlanB
4091,96,2883,693,34.65,2934.65,PlanB
4092,96,2885,609,30.45,2919.45,PlanB
4093,61,1831,852,42.6,1899.6,PlanB
4094,11,335,685,34.25,397.25,PlanB
4095,88,2645,471,23.55,2681.55,PlanB
4096,4,125,529,26.45,169.45,PlanB
4097,32,961,839,41.95,1010.95,PlanB
4098,25,755,894,44.7,836.7,PlanB
4099,37,1115,711,35.55,1167.55,PlanB
4100,38,1144,926,46.3,1232.3,PlanB
4101,82,2462,90,4.5,2486.5,PlanB
4102,73,2194,353,17.65,2254.65,PlanB
4103,13,391,541,27.05,451.05,PlanB
4104,23,691,838,41.9,777.9,PlanB
4105,68,2042,715,35.75,2124.75,PlanB
4106,31,934,335,16.75,991.75,PlanB
4107,77,2312,762,38.1,2352.1,PlanB
4108,16,483,281,14.05,542.05,PlanB
4109,22,663,548,27.4,698.4,PlanB
4110,86,2581,806,40.3,2649.3,PlanB
4111,18,544,785,39.25,605.25,PlanB
4112,82,2463,788,39.4,2504.4,PlanB
4113,65,1955,970,48.5,2004.5,PlanB
4114,83,2495,886,44.3,2581.3,PlanB
4115,58,1745,353,17.65,1776.65,PlanB
4116,78,2341,146,7.3,2374.3,PlanB
4117,30,903,465,23.25,969.25,PlanB
4118,44,1321,486,24.3,1355.3,PlanB
4119,67,2015,688,34.4,2085.4,PlanB
4120,24,724,351,17.55,778.55,PlanB
4121,85,2552,160,8,2599,PlanB
4122,94,2822,310,15.5,2855.5,PlanB
4123,64,1925,177,8.85,1940.85,PlanB
4124,59,1773,647,32.35,1842.35,PlanB
4125,33,991,403,20.15,1016.15,PlanB
4126,46,1385,531,26.55,1428.55,PlanB
4127,30,905,502,25.1,937.1,PlanB
4128,48,1445,85,4.25,1490.25,PlanB
4129,49,1474,907,45.35,1544.35,PlanB
4130,19,572,816,40.8,642.8,PlanB
4131,43,1293,792,39.6,1371.6,PlanB
4132,69,2075,799,39.95,2152.95,PlanB
4133,93,2793,888,44.4,2866.4,PlanB
4134,75,2255,716,35.8,2326.8,PlanB
4135,32,961,591,29.55,1002.55,PlanB
4136,73,2192,29,1.45,2236.45,PlanB
4137,36,1084,275,13.75,1114.75,PlanB
4138,49,1473,349,17.45,1513.45,PlanB
4139,80,2401,244,12.2,2461.2,PlanB
4140,30,902,943,47.15,958.15,PlanB
4141,28,843,408,20.4,912.4,PlanB
4142,98,2944,116,5.8,2984.8,PlanB
4143,59,1774,300,15,1822,PlanB
4144,83,2491,853,42.65,2536.65,PlanB
4145,57,1711,482,24.1,1746.1,PlanB
4146,84,2523,401,20.05,2561.05,PlanB
4147,44,1323,497,24.85,1361.85,PlanB
4148,23,694,735,36.75,735.75,PlanB
4149,76,2281,57,2.85,2324.85,PlanB
4150,22,662,693,34.65,730.65,PlanB
4151,84,2521,683,34.15,2603.15,PlanB
4152,91,2733,109,5.45,2783.45,PlanB
4153,29,873,165,8.25,892.25,PlanB
4154,100,3002,941,47.05,3051.05,PlanB
4155,25,755,120,6,804,PlanB
4156,72,2165,606,30.3,2212.3,PlanB
4157,20,605,239,11.95,662.95,PlanB
4158,39,1174,630,31.5,1210.5,PlanB
4159,96,2885,147,7.35,2928.35,PlanB
4160,16,483,303,15.15,526.15,PlanB
4161,83,2491,139,6.95,2539.95,PlanB
4162,29,873,977,48.85,966.85,PlanB
4163,62,1862,798,39.9,1908.9,PlanB
4164,18,545,430,21.5,609.5,PlanB
4165,93,2793,418,20.9,2818.9,PlanB
4166,54,1622,593,29.65,1666.65,PlanB
4167,45,1351,996,49.8,1430.8,PlanB
4168,13,394,790,39.5,464.5,PlanB
4169,70,2102,915,45.75,2166.75,PlanB
4170,28,843,334,16.7,873.7,PlanB
4171,29,871,638,31.9,935.9,PlanB
4172,66,1983,914,45.7,2060.7,PlanB
4173,79,2371,594,29.7,2448.7,PlanB
4174,5,154,163,8.15,194.15,PlanB
4175,80,2402,210,10.5,2448.5,PlanB
4176,50,1504,641,32.05,1568.05,PlanB
4177,31,932,127,6.35,948.35,PlanB
4178,91,2735,807,40.35,2788.35,PlanB
4179,10,302,649,32.45,377.45,PlanB
4180,77,2315,894,44.7,2367.7,PlanB
4181,6,183,734,36.7,223.7,PlanB
4182,40,1203,801,40.05,1248.05,PlanB
4183,73,2193,138,6.9,2216.9,PlanB
4184,54,1625,976,48.8,1701.8,PlanB
4185,92,2764,643,32.15,2807.15,PlanB
4186,94,2825,124,6.2,2857.2,PlanB
4187,23,691,341,17.05,715.05,PlanB
4188,37,1115,432,21.6,1142.6,PlanB
4189,32,963,326,16.3,1028.3,PlanB
4190,58,1745,206,10.3,1757.3,PlanB
4191,81,2431,371,18.55,2477.55,PlanB
4192,56,1685,34,1.7,1726.7,PlanB
4193,9,272,924,46.2,363.2,PlanB
4194,8,244,223,11.15,294.15,PlanB
4195,90,2705,347,17.35,2757.35,PlanB
4196,78,2343,186,9.3,2388.3,PlanB
4197,85,2553,795,39.75,2596.75,PlanB
4198,9,272,194,9.7,289.7,PlanB
4199,91,2735,632,31.6,2769.6,PlanB
4200,94,2822,226,11.3,2863.3,PlanB
4201,52,1564,363,18.15,1592.15,PlanB
4202,71,2131,944,47.2,2197.2,PlanB
4203,90,2701,962,48.1,2750.1,PlanB
4204,88,2642,822,41.1,2701.1,PlanB
4205,9,271,471,23.55,297.55,PlanB
4206,60,1802,733,36.65,1847.65,PlanB
4207,19,571,209,10.45,601.45,PlanB
4208,30,904,234,11.7,939.7,PlanB
4209,70,2105,436,21.8,2136.8,PlanB
4210,51,1535,853,42.65,1608.65,PlanB
4211,60,1804,734,36.7,1846.7,PlanB
4212,39,1171,271,13.55,1212.55,PlanB
4213,8,241,536,26.8,282.8,PlanB
4214,6,181,834,41.7,236.7,PlanB
4215,33,993,193,9.65,1009.65,PlanB
4216,68,2043,701,35.05,2080.05,PlanB
4217,54,1625,590,29.5,1684.5,PlanB
4218,71,2131,612,30.6,2166.6,PlanB
4219,36,1081,912,45.6,1167.6,PlanB
4220,72,2164,279,13.95,2217.95,PlanB
4221,29,873,996,49.8,943.8,PlanB
4222,12,363,118,5.9,392.9,PlanB
4223,2,64,842,42.1,122.1,PlanB
4224,4,125,936,46.8,187.8,PlanB
4225,42,1265,304,15.2,1308.2,PlanB
4226,56,1684,827,41.35,1768.35,PlanB
4227,8,245,887,44.35,309.35,PlanB
4228,97,2913,110,5.5,2943.5,PlanB
4229,39,1172,958,47.9,1225.9,PlanB
4230,45,1351,275,13.75,1408.75,PlanB
4231,28,844,130,6.5,897.5,PlanB
4232,26,782,836,41.8,831.8,PlanB
4233,79,2375,364,18.2,2400.2,PlanB
4234,46,1382,374,18.7,1426.7,PlanB
4235,25,755,570,28.5,789.5,PlanB
4236,9,272,820,41,318,PlanB
4237,36,1085,213,10.65,1136.65,PlanB
4238,9,274,4,0.2,316.2,PlanB
4239,98,2944,818,40.9,3032.9,PlanB
4240,67,2011,990,49.5,2065.5,PlanB
4241,53,1591,957,47.85,1667.85,PlanB
4242,77,2315,611,30.55,2355.55,PlanB
4243,5,155,645,32.25,204.25,PlanB
4244,52,1564,994,49.7,1638.7,PlanB
4245,64,1921,988,49.4,2019.4,PlanB
4246,76,2281,843,42.15,2367.15,PlanB
4247,68,2044,113,5.65,2050.65,PlanB
4248,26,782,110,5.5,812.5,PlanB
4249,77,2315,34,1.7,2334.7,PlanB
4250,29,874,788,39.4,963.4,PlanB
4251,83,2493,606,30.3,2561.3,PlanB
4252,80,2402,93,4.65,2454.65,PlanB
4253,82,2464,192,9.6,2512.6,PlanB
4254,96,2882,869,43.45,2934.45,PlanB
4255,41,1232,346,17.3,1265.3,PlanB
4256,87,2615,475,23.75,2653.75,PlanB
4257,56,1682,703,35.15,1760.15,PlanB
4258,23,691,698,34.9,770.9,PlanB
4259,27,814,492,24.6,878.6,PlanB
4260,32,965,630,31.5,1014.5,PlanB
4261,9,274,198,9.9,327.9,PlanB
4262,94,2823,133,6.65,2869.65,PlanB
4263,39,1174,713,35.65,1251.65,PlanB
4264,99,2971,123,6.15,2978.15,PlanB
4265,57,1712,15,0.75,1721.75,PlanB
4266,50,1505,897,44.85,1582.85,PlanB
4267,54,1622,738,36.9,1703.9,PlanB
4268,16,485,139,6.95,539.95,PlanB
4269,6,181,352,17.6,207.6,PlanB
4270,17,513,908,45.4,602.4,PlanB
4271,75,2255,520,26,2292,PlanB
4272,33,994,127,6.35,1016.35,PlanB
4273,18,545,526,26.3,621.3,PlanB
4274,97,2913,260,13,2969,PlanB
4275,72,2161,414,20.7,2195.7,PlanB
4276,9,274,277,13.85,289.85,PlanB
4277,1,33,288,14.4,90.4,PlanB
4278,22,664,122,6.1,676.1,PlanB
4279,19,575,62,3.1,589.1,PlanB
4280,42,1265,145,7.25,1304.25,PlanB
4281,57,1711,522,26.1,1786.1,PlanB
4282,97,2915,859,42.95,3007.95,PlanB
4283,84,2523,721,36.05,2598.05,PlanB
4284,52,1563,246,12.3,1579.3,PlanB
4285,74,2222,328,16.4,2250.4,PlanB
4286,27,812,498,24.9,859.9,PlanB
4287,52,1565,635,31.75,1615.75,PlanB
4288,73,2192,925,46.25,2248.25,PlanB
4289,76,2283,827,41.35,2332.35,PlanB
4290,18,541,987,49.35,595.35,PlanB
4291,99,2974,572,28.6,3005.6,PlanB
4292,58,1742,701,35.05,1807.05,PlanB
4293,11,334,471,23.55,387.55,PlanB
4294,1,33,945,47.25,104.25,PlanB
4295,32,965,109,5.45,1009.45,PlanB
4296,30,901,334,16.7,941.7,PlanB
4297,2,64,948,47.4,120.4,PlanB
4298,39,1175,791,39.55,1237.55,PlanB
4299,38,1141,880,44,1198,PlanB
4300,98,2943,759,37.95,2990.95,PlanB
4301,76,2282,150,7.5,2298.5,PlanB
4302,54,1623,389,19.45,1664.45,PlanB
4303,54,1621,253,12.65,1655.65,PlanB
4304,19,575,741,37.05,652.05,PlanB
4305,10,303,681,34.05,370.05,PlanB
4306,47,1414,934,46.7,1505.7,PlanB
4307,95,2854,743,37.15,2933.15,PlanB
4308,12,363,589,29.45,401.45,PlanB
4309,2,62,722,36.1,107.1,PlanB
4310,70,2102,229,11.45,2140.45,PlanB
4311,81,2432,650,32.5,2480.5,PlanB
4312,67,2014,880,44,2063,PlanB
4313,46,1385,205,10.25,1403.25,PlanB
4314,26,781,699,34.95,837.95,PlanB
4315,71,2132,189,9.45,2150.45,PlanB
4316,98,2942,656,32.8,2996.8,PlanB
4317,24,724,168,8.4,761.4,PlanB
4318,54,1625,844,42.2,1709.2,PlanB
4319,42,1265,875,43.75,1354.75,PlanB
4320,82,2463,373,18.65,2501.65,PlanB
4321,48,1441,896,44.8,1500.8,PlanB
4322,11,333,582,29.1,383.1,PlanB
4323,17,511,721,36.05,573.05,PlanB
4324,48,1444,140,7,1452,PlanB
4325,27,811,988,49.4,898.4,PlanB
4326,68,2044,45,2.25,2069.25,PlanB
4327,89,2674,892,44.6,2721.6,PlanB
4328,26,785,482,24.1,856.1,PlanB
4329,67,2012,505,25.25,2048.25,PlanB
4330,43,1294,227,11.35,1345.35,PlanB
4331,6,185,555,27.75,243.75,PlanB
4332,18,542,890,44.5,589.5,PlanB
4333,95,2852,582,29.1,2891.1,PlanB
4334,48,1445,127,6.35,1453.35,PlanB
4335,11,335,128,6.4,380.4,PlanB
4336,53,1594,106,5.3,1611.3,PlanB
4337,15,451,761,38.05,519.05,PlanB
4338,15,454,938,46.9,512.9,PlanB
4339,24,721,648,32.4,786.4,PlanB
4340,87,2614,396,19.8,2666.8,PlanB
4341,49,1471,207,10.35,1518.35,PlanB
4342,6,185,241,12.05,207.05,PlanB
4343,23,691,637,31.85,758.85,PlanB
4344,59,1772,860,43,1820,PlanB
4345,64,1925,438,21.9,1976.9,PlanB
4346,30,901,392,19.6,934.6,PlanB
4347,99,2974,370,18.5,2998.5,PlanB
4348,1,34,773,38.65,109.65,PlanB
4349,51,1533,226,11.3,1555.3,PlanB
